person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
63,28810,MORTGAGE,4.2,PERSONAL,F,1742,22.26,0.06,N,24,1
47,56593,RENT,6.1,EDUCATION,D,22469,17.78,0.397,N,21,1
49,86056,OWN,2.8,MEDICAL,B,13581,10.99,0.158,N,22,0
48,43914,MORTGAGE,0.5,EDUCATION,B,1389,9.23,0.032,N,19,0
65,27832,OTHER,,EDUCATION,A,23725,7.81,0.852,N,14,1
25,64424,MORTGAGE,2.8,PERSONAL,C,24101,,0.374,N,4,0
54,30867,MORTGAGE,5.5,EDUCATION,B,31265,,1.013,N,22,0
60,39248,RENT,3.8,HOMEIMPROVEMENT,C,9037,12.1,0.23,Y,5,1
56,56726,MORTGAGE,0.3,MEDICAL,A,34696,6.27,0.612,N,20,0
43,103608,MORTGAGE,15.3,EDUCATION,B,12265,11.61,0.118,N,19,0
48,49741,MORTGAGE,7.9,DEBTCONSOLIDATION,B,17222,10.47,0.346,N,13,0
65,49640,MORTGAGE,0.8,DEBTCONSOLIDATION,D,821,15.77,0.017,N,26,0
50,73543,RENT,20.0,EDUCATION,A,21142,8.22,0.287,Y,19,0
54,50397,OTHER,6.7,VENTURE,C,17219,14.77,0.342,N,15,0
52,69531,OTHER,3.2,VENTURE,A,31683,5.8,0.456,N,26,0
40,88715,RENT,4.7,HOMEIMPROVEMENT,C,5771,12.14,0.065,N,5,0
51,40935,OWN,0.6,DEBTCONSOLIDATION,A,9098,,0.222,N,11,0
42,8092,RENT,4.1,VENTURE,A,16980,7.37,2.098,N,10,1
52,31261,MORTGAGE,0.4,EDUCATION,A,19287,5.0,0.617,N,26,0
22,95299,RENT,3.9,DEBTCONSOLIDATION,B,3634,12.14,0.038,N,27,0
37,48118,OWN,,EDUCATION,B,11179,9.42,0.232,N,22,0
44,40679,RENT,10.4,MEDICAL,D,1416,14.79,0.035,N,24,0
61,93128,MORTGAGE,6.5,DEBTCONSOLIDATION,A,28763,7.01,0.309,Y,21,0
50,46363,RENT,1.4,VENTURE,A,2630,8.08,0.057,N,29,0
22,15507,RENT,11.0,PERSONAL,C,30907,14.36,1.993,N,17,1
59,21420,MORTGAGE,4.3,VENTURE,C,22413,13.07,1.046,N,12,1
65,61713,RENT,4.7,EDUCATION,B,27228,13.04,0.441,N,27,0
43,47250,MORTGAGE,0.9,MEDICAL,C,6191,16.39,0.131,N,21,0
51,109104,OTHER,9.8,VENTURE,D,31987,16.54,0.293,N,2,0
41,32751,MORTGAGE,13.4,MEDICAL,B,6853,,0.209,N,11,0
42,41347,OWN,7.5,VENTURE,B,29912,9.6,0.723,N,26,1
21,30137,RENT,14.1,HOMEIMPROVEMENT,A,13647,6.82,0.453,Y,11,1
46,36815,RENT,,EDUCATION,A,33901,8.79,0.921,N,25,0
61,17317,MORTGAGE,9.9,EDUCATION,G,30831,25.4,1.78,N,10,1
21,39651,RENT,3.4,PERSONAL,B,22393,11.04,0.565,N,2,0
45,47642,OWN,0.9,EDUCATION,A,13434,7.83,0.282,N,3,0
36,45479,RENT,5.5,PERSONAL,F,2223,22.73,0.049,N,28,0
59,159892,OWN,,EDUCATION,C,22448,14.31,0.14,N,16,0
52,134378,RENT,1.7,VENTURE,C,34393,13.99,0.256,N,9,0
28,32435,MORTGAGE,0.1,VENTURE,C,32880,,1.014,N,25,1
62,15928,RENT,1.1,HOMEIMPROVEMENT,C,31000,,1.946,N,16,1
58,46417,RENT,2.6,VENTURE,D,24600,14.42,0.53,Y,18,1
48,60299,MORTGAGE,0.9,MEDICAL,A,26512,7.34,0.44,N,11,0
61,30538,RENT,1.1,VENTURE,B,26358,9.37,0.863,N,6,1
45,31381,MORTGAGE,2.5,PERSONAL,B,12734,11.1,0.406,N,23,0
54,117055,MORTGAGE,16.3,DEBTCONSOLIDATION,A,34907,5.04,0.298,N,6,0
44,42546,RENT,7.2,HOMEIMPROVEMENT,B,5408,10.28,0.127,N,23,0
43,70561,OWN,1.9,DEBTCONSOLIDATION,C,19577,13.58,0.277,Y,24,1
32,29387,MORTGAGE,15.1,DEBTCONSOLIDATION,A,33366,8.47,1.135,N,12,0
26,47509,MORTGAGE,5.2,MEDICAL,B,17099,9.49,0.36,Y,11,0
55,40741,MORTGAGE,3.0,MEDICAL,C,18662,16.35,0.458,N,23,1
64,33811,MORTGAGE,3.2,EDUCATION,C,31957,12.3,0.945,N,4,1
39,92541,RENT,2.6,PERSONAL,E,7081,17.63,0.077,N,23,1
20,22836,RENT,1.3,DEBTCONSOLIDATION,D,11211,16.73,0.491,N,10,1
27,57816,MORTGAGE,2.4,VENTURE,F,2259,21.85,0.039,N,23,0
65,40323,RENT,3.8,VENTURE,C,18131,15.21,0.45,N,23,0
35,61583,RENT,,EDUCATION,C,13473,11.09,0.219,N,6,0
33,40624,MORTGAGE,7.2,VENTURE,E,32656,19.04,0.804,N,28,0
31,78980,MORTGAGE,2.2,MEDICAL,D,18004,16.98,0.228,N,2,0
42,29236,RENT,6.3,VENTURE,C,18724,12.2,0.64,N,6,0
34,92656,RENT,,DEBTCONSOLIDATION,B,29298,8.33,0.316,N,12,0
47,48250,RENT,16.3,VENTURE,A,5495,8.74,0.114,N,2,0
53,23607,RENT,2.4,MEDICAL,E,32192,17.99,1.364,N,17,1
21,71261,RENT,11.6,PERSONAL,D,10954,,0.154,N,9,0
51,43942,RENT,8.6,DEBTCONSOLIDATION,D,20446,14.89,0.465,N,29,0
42,19162,OTHER,5.1,PERSONAL,A,1573,6.62,0.082,Y,17,0
41,58856,MORTGAGE,5.3,MEDICAL,B,23295,10.91,0.396,N,2,0
44,85274,RENT,0.4,MEDICAL,B,6887,10.42,0.081,N,9,0
41,99227,RENT,15.0,DEBTCONSOLIDATION,D,24789,14.88,0.25,Y,5,0
41,39811,MORTGAGE,0.6,HOMEIMPROVEMENT,E,16222,19.64,0.407,N,20,0
61,53099,RENT,4.1,HOMEIMPROVEMENT,B,14946,7.39,0.281,Y,5,1
25,50402,MORTGAGE,2.0,VENTURE,C,21369,11.56,0.424,N,19,0
34,111234,OWN,2.8,DEBTCONSOLIDATION,A,19519,9.09,0.175,N,20,0
62,31389,MORTGAGE,4.7,DEBTCONSOLIDATION,B,32795,9.8,1.045,N,5,1
56,37965,RENT,12.0,VENTURE,B,21283,10.86,0.561,N,10,0
52,30974,MORTGAGE,3.1,HOMEIMPROVEMENT,D,23189,16.83,0.749,N,27,1
27,22091,OWN,22.0,VENTURE,E,16584,18.59,0.751,N,3,1
63,56178,MORTGAGE,4.5,PERSONAL,B,14807,10.14,0.264,N,4,1
63,118268,MORTGAGE,0.9,PERSONAL,B,24753,8.59,0.209,N,29,0
24,43951,RENT,1.1,EDUCATION,C,19676,13.16,0.448,Y,14,0
58,30180,RENT,6.3,HOMEIMPROVEMENT,B,21520,9.41,0.713,Y,29,1
23,54326,MORTGAGE,0.3,PERSONAL,G,30912,,0.569,N,21,1
25,67779,OWN,3.3,EDUCATION,E,31855,18.16,0.47,Y,20,1
64,44981,MORTGAGE,0.8,MEDICAL,B,6997,10.62,0.156,N,20,0
51,106079,MORTGAGE,,DEBTCONSOLIDATION,B,6086,9.67,0.057,N,10,0
49,31357,RENT,6.9,PERSONAL,A,30799,7.98,0.982,N,6,0
54,41863,RENT,3.1,EDUCATION,B,25418,,0.607,N,16,0
59,57687,MORTGAGE,0.9,VENTURE,C,25159,12.84,0.436,N,28,1
35,60847,RENT,1.5,DEBTCONSOLIDATION,A,21828,7.71,0.359,N,10,0
32,50310,MORTGAGE,2.3,EDUCATION,E,19341,19.28,0.384,N,7,0
61,24266,RENT,0.4,PERSONAL,C,20962,13.59,0.864,N,11,1
49,177354,MORTGAGE,4.4,VENTURE,G,4592,24.0,0.026,N,25,0
38,43054,MORTGAGE,4.7,VENTURE,A,2580,6.58,0.06,Y,2,0
36,52085,MORTGAGE,0.3,EDUCATION,D,14657,,0.281,N,14,0
38,68817,RENT,2.6,EDUCATION,D,21768,16.94,0.316,N,25,1
47,34541,MORTGAGE,2.7,PERSONAL,A,31190,8.68,0.903,N,18,1
45,50579,OTHER,2.0,VENTURE,B,4979,7.77,0.098,N,15,0
56,33777,MORTGAGE,4.1,HOMEIMPROVEMENT,E,32045,18.62,0.949,N,26,0
45,61608,RENT,2.1,EDUCATION,B,6850,9.21,0.111,N,4,0
42,42116,RENT,2.7,HOMEIMPROVEMENT,B,26387,9.07,0.627,N,14,0
28,56828,RENT,8.0,HOMEIMPROVEMENT,E,17454,19.32,0.307,N,26,0
31,27567,RENT,0.9,VENTURE,A,2976,7.04,0.108,N,9,0
20,31073,MORTGAGE,4.8,PERSONAL,B,14640,8.65,0.471,N,24,0
20,23136,MORTGAGE,3.5,HOMEIMPROVEMENT,C,1051,11.59,0.045,N,29,0
53,33163,RENT,1.8,PERSONAL,C,24213,13.55,0.73,N,2,1
51,11903,RENT,6.5,EDUCATION,A,25188,5.69,2.116,N,24,1
44,41402,RENT,4.0,VENTURE,C,10239,12.17,0.247,N,3,0
59,36540,OWN,3.2,MEDICAL,C,7115,14.11,0.195,N,3,0
64,53263,MORTGAGE,5.5,VENTURE,C,22370,13.21,0.42,N,26,0
20,50238,MORTGAGE,8.1,MEDICAL,C,715,14.86,0.014,N,10,0
35,97869,RENT,18.0,DEBTCONSOLIDATION,A,33137,6.87,0.339,N,29,1
58,204203,MORTGAGE,5.0,EDUCATION,D,9516,18.68,0.047,N,2,0
24,91642,RENT,10.4,PERSONAL,B,16720,9.78,0.182,N,12,0
41,38207,RENT,0.0,EDUCATION,G,30651,26.44,0.802,N,8,1
48,37370,MORTGAGE,3.8,VENTURE,A,7401,5.99,0.198,N,22,0
22,79044,MORTGAGE,1.2,MEDICAL,B,1737,9.22,0.022,Y,7,0
31,19421,RENT,0.5,DEBTCONSOLIDATION,A,11333,9.03,0.584,N,29,0
45,41218,RENT,3.8,MEDICAL,C,6707,12.17,0.163,N,18,0
35,43002,RENT,6.9,VENTURE,A,33012,6.74,0.768,N,7,0
56,67593,RENT,2.7,VENTURE,D,7475,15.21,0.111,Y,28,0
41,68708,MORTGAGE,5.5,EDUCATION,E,10204,20.35,0.149,N,17,1
48,32548,OWN,3.4,HOMEIMPROVEMENT,A,9019,5.55,0.277,N,2,1
33,39030,RENT,,MEDICAL,A,7179,8.57,0.184,N,29,0
47,62617,RENT,1.7,VENTURE,E,34677,19.29,0.554,N,5,1
24,31589,RENT,2.4,EDUCATION,B,22991,10.22,0.728,N,19,1
49,95164,MORTGAGE,2.2,HOMEIMPROVEMENT,B,917,9.93,0.01,Y,3,0
65,68531,RENT,5.2,PERSONAL,A,23339,8.5,0.341,N,2,0
24,53870,MORTGAGE,0.6,VENTURE,B,10175,9.74,0.189,N,8,0
31,60780,RENT,0.5,HOMEIMPROVEMENT,A,17253,6.15,0.284,N,17,0
35,37919,MORTGAGE,5.4,PERSONAL,C,18936,,0.499,N,14,0
45,34736,OWN,4.0,DEBTCONSOLIDATION,B,17066,9.9,0.491,N,28,0
45,38808,OWN,2.8,PERSONAL,D,14442,18.35,0.372,N,19,1
40,64536,OWN,0.8,EDUCATION,B,20247,,0.314,N,8,0
58,54751,MORTGAGE,2.6,MEDICAL,B,3387,10.42,0.062,N,19,0
55,38851,OWN,7.8,VENTURE,A,24913,8.72,0.641,N,8,0
52,74033,RENT,11.0,HOMEIMPROVEMENT,E,26184,17.26,0.354,N,5,0
49,44548,RENT,6.1,DEBTCONSOLIDATION,B,9889,10.67,0.222,N,26,0
56,33479,RENT,0.3,DEBTCONSOLIDATION,A,9255,7.12,0.276,Y,18,0
42,56381,MORTGAGE,5.5,PERSONAL,A,31153,6.76,0.553,N,20,0
29,28080,OWN,,DEBTCONSOLIDATION,A,1143,6.66,0.041,N,6,0
24,19380,RENT,1.9,MEDICAL,A,21163,8.34,1.092,N,8,1
55,48883,MORTGAGE,1.1,PERSONAL,B,34558,7.77,0.707,Y,24,1
53,34146,MORTGAGE,7.5,VENTURE,B,3684,10.57,0.108,N,7,0
50,42625,OWN,5.2,VENTURE,F,25361,20.28,0.595,N,6,1
29,28804,MORTGAGE,4.7,DEBTCONSOLIDATION,A,33390,6.71,1.159,N,14,1
38,95312,OTHER,5.5,EDUCATION,D,13324,15.94,0.14,N,13,0
51,34070,RENT,,VENTURE,B,33809,11.94,0.992,N,6,0
20,38653,RENT,2.9,VENTURE,A,29850,,0.772,N,5,0
24,60345,MORTGAGE,,VENTURE,F,8671,22.07,0.144,N,26,1
64,22991,RENT,,MEDICAL,D,12349,14.53,0.537,Y,9,1
23,22074,RENT,7.8,HOMEIMPROVEMENT,C,20579,13.61,0.932,N,16,0
35,60447,MORTGAGE,1.7,HOMEIMPROVEMENT,C,17575,11.4,0.291,N,29,0
43,38379,MORTGAGE,7.4,DEBTCONSOLIDATION,G,5112,22.87,0.133,N,26,1
35,29857,MORTGAGE,2.9,VENTURE,C,12607,11.19,0.422,N,24,1
21,68312,RENT,5.5,HOMEIMPROVEMENT,A,34547,6.66,0.506,N,12,0
47,31364,MORTGAGE,3.0,DEBTCONSOLIDATION,A,13441,6.72,0.429,Y,28,1
51,42151,RENT,14.8,VENTURE,C,1415,14.36,0.034,N,6,1
46,29945,RENT,1.0,HOMEIMPROVEMENT,C,12295,14.83,0.411,N,12,0
39,57924,MORTGAGE,5.6,HOMEIMPROVEMENT,D,10655,17.8,0.184,N,11,0
43,101991,RENT,4.3,DEBTCONSOLIDATION,A,21079,8.38,0.207,N,3,0
31,17613,RENT,0.9,PERSONAL,F,15004,24.49,0.852,Y,21,1
54,52154,MORTGAGE,0.3,DEBTCONSOLIDATION,C,18140,13.55,0.348,Y,23,0
52,78521,RENT,8.0,MEDICAL,C,19701,13.56,0.251,N,9,0
52,38878,OWN,0.9,PERSONAL,A,25983,9.19,0.668,N,28,1
62,26315,MORTGAGE,1.0,PERSONAL,F,27776,20.66,1.056,N,22,0
56,61792,OTHER,19.2,HOMEIMPROVEMENT,C,30792,14.13,0.498,Y,26,1
31,85042,RENT,6.3,EDUCATION,C,6954,12.94,0.082,N,21,0
22,80000,MORTGAGE,,EDUCATION,F,20859,,0.261,N,23,1
20,59949,RENT,,MEDICAL,E,34664,20.42,0.578,N,5,0
52,51733,MORTGAGE,3.8,VENTURE,A,12543,6.8,0.242,N,23,0
59,29897,RENT,9.3,HOMEIMPROVEMENT,E,31516,17.55,1.054,N,27,0
29,78895,RENT,,MEDICAL,D,34335,17.62,0.435,N,17,1
62,76532,OWN,8.9,PERSONAL,A,8702,6.43,0.114,N,15,0
63,26214,RENT,1.2,HOMEIMPROVEMENT,A,14639,7.15,0.558,N,4,0
48,59901,RENT,5.1,PERSONAL,B,4283,8.66,0.072,N,28,0
32,70196,RENT,0.2,MEDICAL,C,25998,12.57,0.37,N,9,0
31,79631,MORTGAGE,0.4,EDUCATION,C,22472,14.22,0.282,N,5,0
50,47040,RENT,6.3,MEDICAL,A,8590,7.46,0.183,Y,8,0
65,30587,RENT,0.1,DEBTCONSOLIDATION,D,7681,15.1,0.251,N,27,0
21,37191,RENT,4.3,HOMEIMPROVEMENT,D,16851,13.75,0.453,N,25,0
54,28169,MORTGAGE,9.2,HOMEIMPROVEMENT,C,6377,,0.226,Y,10,1
42,47663,MORTGAGE,2.4,VENTURE,E,4519,18.5,0.095,N,3,0
36,42796,RENT,0.2,EDUCATION,D,10834,16.21,0.253,N,4,1
45,159495,RENT,6.3,HOMEIMPROVEMENT,A,8959,6.84,0.056,N,10,0
27,80183,RENT,13.3,EDUCATION,D,21172,15.49,0.264,N,24,0
48,83554,RENT,6.3,HOMEIMPROVEMENT,F,5584,22.74,0.067,N,8,0
45,63528,RENT,4.3,EDUCATION,A,8989,5.96,0.141,N,21,0
29,40053,MORTGAGE,1.3,DEBTCONSOLIDATION,F,9204,22.18,0.23,N,16,1
45,42130,MORTGAGE,0.1,MEDICAL,A,24457,7.5,0.581,N,18,0
53,44305,OWN,5.9,EDUCATION,B,2753,11.62,0.062,N,13,0
60,54367,RENT,1.3,PERSONAL,D,14004,16.06,0.258,Y,25,0
26,60720,MORTGAGE,9.8,DEBTCONSOLIDATION,D,21203,,0.349,N,27,0
23,49039,MORTGAGE,3.1,MEDICAL,D,34087,16.81,0.695,N,26,0
64,41779,MORTGAGE,3.8,HOMEIMPROVEMENT,B,20448,8.93,0.489,Y,28,0
30,35356,OWN,7.0,HOMEIMPROVEMENT,C,12254,12.2,0.347,Y,5,1
48,22789,RENT,7.6,VENTURE,C,32403,12.4,1.422,N,18,1
55,99295,RENT,5.1,DEBTCONSOLIDATION,B,27635,9.78,0.278,N,10,0
44,164891,MORTGAGE,13.9,PERSONAL,C,1166,14.55,0.007,N,22,0
40,94810,RENT,,DEBTCONSOLIDATION,D,6320,16.78,0.067,N,7,1
55,24526,RENT,14.7,VENTURE,B,23625,8.68,0.963,N,19,0
29,75573,RENT,8.7,DEBTCONSOLIDATION,B,20529,11.82,0.272,N,22,0
56,86083,RENT,6.1,MEDICAL,A,758,8.27,0.009,N,18,0
28,39265,MORTGAGE,5.4,VENTURE,C,10820,,0.276,N,4,0
43,64145,RENT,,MEDICAL,A,23495,5.0,0.366,N,18,0
54,38140,RENT,1.6,VENTURE,B,27489,8.99,0.721,N,18,0
54,113653,MORTGAGE,0.0,EDUCATION,A,13906,7.01,0.122,Y,26,0
55,59931,MORTGAGE,0.7,MEDICAL,A,26588,8.99,0.444,N,23,0
37,29601,OTHER,2.9,MEDICAL,B,30928,11.59,1.045,N,14,0
58,70855,RENT,0.8,EDUCATION,B,6189,8.84,0.087,N,25,0
51,87757,OWN,11.6,EDUCATION,B,31694,7.98,0.361,N,16,0
43,54664,MORTGAGE,8.2,PERSONAL,A,25970,6.78,0.475,Y,22,0
42,63811,MORTGAGE,0.4,EDUCATION,F,1456,22.17,0.023,N,29,1
51,47175,RENT,1.4,VENTURE,A,16672,5.51,0.353,N,13,1
56,26269,MORTGAGE,8.5,EDUCATION,E,2557,17.95,0.097,N,15,0
31,45095,OWN,8.1,EDUCATION,D,16370,,0.363,N,16,1
32,65360,OWN,14.5,MEDICAL,A,19261,6.55,0.295,N,15,0
42,45687,RENT,,MEDICAL,B,12031,9.64,0.263,N,29,0
44,76147,RENT,18.7,DEBTCONSOLIDATION,G,26255,28.0,0.345,N,26,1
54,39509,MORTGAGE,2.6,EDUCATION,C,17413,12.59,0.441,N,29,0
60,40960,OWN,1.4,PERSONAL,A,11482,5.79,0.28,N,5,0
49,77428,RENT,7.1,MEDICAL,B,17147,9.15,0.221,N,17,0
36,55382,MORTGAGE,1.8,VENTURE,B,977,10.35,0.018,N,27,0
39,39087,MORTGAGE,8.2,DEBTCONSOLIDATION,D,12022,15.43,0.308,Y,9,1
44,86559,MORTGAGE,3.8,VENTURE,E,31421,18.84,0.363,Y,23,0
41,33563,MORTGAGE,7.9,EDUCATION,A,30242,6.95,0.901,N,29,0
32,32865,RENT,1.6,EDUCATION,B,25138,,0.765,N,12,1
38,10340,OWN,3.5,PERSONAL,B,30107,10.86,2.912,N,27,1
55,36145,MORTGAGE,4.2,EDUCATION,G,18827,23.86,0.521,N,28,0
31,100689,MORTGAGE,14.3,DEBTCONSOLIDATION,C,18944,12.79,0.188,N,22,0
60,15681,RENT,1.6,HOMEIMPROVEMENT,E,31609,19.96,2.016,Y,6,1
38,29040,MORTGAGE,13.8,HOMEIMPROVEMENT,B,18598,11.3,0.64,Y,4,0
31,62410,RENT,8.2,EDUCATION,C,14639,11.07,0.235,Y,21,0
28,14261,RENT,6.6,DEBTCONSOLIDATION,B,20483,8.3,1.436,N,11,1
26,37016,MORTGAGE,7.7,HOMEIMPROVEMENT,E,21320,19.56,0.576,Y,6,1
47,91809,MORTGAGE,4.6,VENTURE,B,20010,9.23,0.218,N,10,0
33,150793,MORTGAGE,1.4,DEBTCONSOLIDATION,D,28560,15.07,0.189,N,27,0
50,57505,RENT,1.1,DEBTCONSOLIDATION,A,15023,7.22,0.261,Y,4,0
38,29449,MORTGAGE,10.1,EDUCATION,C,2243,,0.076,N,6,0
35,28909,RENT,6.5,VENTURE,B,30716,9.71,1.063,N,17,0
24,53087,MORTGAGE,1.2,VENTURE,A,28153,5.0,0.53,N,14,1
54,57212,RENT,4.8,HOMEIMPROVEMENT,B,17163,9.37,0.3,N,12,1
31,136197,MORTGAGE,3.0,PERSONAL,C,23078,11.61,0.169,N,26,0
44,83612,MORTGAGE,0.9,VENTURE,A,24328,7.67,0.291,N,18,0
40,51341,RENT,3.8,HOMEIMPROVEMENT,A,19914,,0.388,N,22,0
55,40767,RENT,1.7,PERSONAL,B,25422,,0.624,N,5,0
42,257324,MORTGAGE,0.5,DEBTCONSOLIDATION,B,12904,,0.05,Y,18,0
35,69191,MORTGAGE,3.1,HOMEIMPROVEMENT,B,18280,,0.264,N,2,0
58,33934,MORTGAGE,4.5,HOMEIMPROVEMENT,B,12073,11.62,0.356,N,24,0
64,43323,MORTGAGE,0.2,EDUCATION,A,12958,6.3,0.299,N,29,0
61,30254,RENT,2.6,DEBTCONSOLIDATION,A,3273,6.94,0.108,N,7,0
58,13062,RENT,1.5,DEBTCONSOLIDATION,D,22907,17.14,1.754,N,2,1
33,58218,RENT,0.2,MEDICAL,A,26094,5.87,0.448,N,21,0
50,130659,RENT,0.7,PERSONAL,C,4234,,0.032,N,8,0
24,19994,MORTGAGE,0.7,HOMEIMPROVEMENT,B,10979,9.44,0.549,Y,12,0
54,50533,RENT,1.0,VENTURE,F,12396,23.51,0.245,N,23,0
42,33229,OWN,8.1,VENTURE,A,32040,7.17,0.964,N,11,1
48,65305,MORTGAGE,2.9,MEDICAL,D,16586,,0.254,N,19,0
62,44587,OWN,,PERSONAL,B,17691,11.22,0.397,N,28,0
30,23201,OWN,0.5,EDUCATION,A,18684,7.66,0.805,N,26,0
37,28578,RENT,1.8,PERSONAL,A,22254,6.07,0.779,N,11,0
31,31049,MORTGAGE,8.0,VENTURE,B,23344,9.77,0.752,N,20,1
28,102680,RENT,2.3,VENTURE,B,15552,8.77,0.151,N,3,0
29,99836,RENT,0.9,EDUCATION,B,12316,10.17,0.123,N,2,0
63,41305,MORTGAGE,2.6,EDUCATION,E,26458,,0.641,N,15,0
36,96306,RENT,4.1,VENTURE,B,23365,7.05,0.243,Y,13,0
57,44566,OTHER,0.2,HOMEIMPROVEMENT,B,17297,8.78,0.388,N,16,0
26,40959,MORTGAGE,4.9,HOMEIMPROVEMENT,D,33970,,0.829,Y,20,1
65,50585,MORTGAGE,2.5,EDUCATION,D,22028,15.6,0.435,N,23,0
32,57334,RENT,0.0,DEBTCONSOLIDATION,A,32773,8.99,0.572,N,27,0
59,36116,MORTGAGE,5.6,HOMEIMPROVEMENT,C,33184,11.47,0.919,N,18,1
61,49613,RENT,6.2,EDUCATION,B,29803,9.36,0.601,N,19,0
28,75586,MORTGAGE,5.0,PERSONAL,A,18409,,0.244,Y,10,0
46,52640,RENT,2.1,PERSONAL,A,20308,6.62,0.386,N,2,0
21,50187,MORTGAGE,3.8,PERSONAL,A,28743,8.52,0.573,N,2,0
24,64331,RENT,2.4,EDUCATION,B,31709,9.86,0.493,Y,10,0
48,70734,RENT,6.0,EDUCATION,A,31944,7.85,0.452,Y,20,0
56,47361,MORTGAGE,4.4,HOMEIMPROVEMENT,B,29500,8.69,0.623,Y,7,0
57,37767,RENT,0.4,HOMEIMPROVEMENT,C,27490,13.32,0.728,N,29,1
38,54396,MORTGAGE,5.2,HOMEIMPROVEMENT,D,34830,15.62,0.64,N,20,1
27,20400,RENT,5.8,MEDICAL,C,24770,11.8,1.214,N,19,0
64,43665,RENT,2.3,EDUCATION,C,19887,13.56,0.455,N,28,0
20,12589,MORTGAGE,10.4,DEBTCONSOLIDATION,E,11694,,0.929,Y,4,1
41,19502,RENT,9.3,PERSONAL,E,3807,18.29,0.195,Y,27,1
36,17954,RENT,1.0,PERSONAL,E,21029,19.51,1.171,N,5,1
26,87207,MORTGAGE,11.7,MEDICAL,A,15825,6.74,0.181,N,12,0
44,49399,RENT,2.9,MEDICAL,A,18652,7.13,0.378,N,18,0
64,24486,RENT,6.4,PERSONAL,B,33142,,1.354,N,4,1
23,64221,RENT,8.4,EDUCATION,B,16969,11.73,0.264,N,24,0
55,84436,RENT,3.5,PERSONAL,A,4187,8.49,0.05,N,3,0
25,64839,MORTGAGE,2.5,PERSONAL,B,16481,9.1,0.254,N,24,0
50,44188,RENT,12.4,DEBTCONSOLIDATION,F,33387,20.39,0.756,N,5,0
38,55707,MORTGAGE,1.3,MEDICAL,B,8779,7.59,0.158,N,24,0
63,80484,RENT,,MEDICAL,B,3865,,0.048,N,12,0
58,37870,RENT,2.2,HOMEIMPROVEMENT,A,31927,6.37,0.843,N,4,0
46,49832,RENT,9.8,MEDICAL,C,19466,14.27,0.391,N,24,1
29,42554,MORTGAGE,14.0,DEBTCONSOLIDATION,B,18626,8.76,0.438,N,27,0
45,20183,OWN,1.2,DEBTCONSOLIDATION,A,1234,7.54,0.061,Y,8,0
38,81154,MORTGAGE,10.0,PERSONAL,F,23998,19.88,0.296,N,20,0
58,151979,OTHER,1.5,DEBTCONSOLIDATION,D,552,16.61,0.004,N,7,0
22,30315,RENT,17.6,HOMEIMPROVEMENT,C,14518,13.47,0.479,N,26,1
64,83239,RENT,4.5,PERSONAL,F,29574,20.68,0.355,N,17,0
32,30850,RENT,0.0,EDUCATION,B,32776,10.23,1.062,N,28,0
47,52734,RENT,0.2,EDUCATION,C,11561,15.48,0.219,N,24,0
39,112353,RENT,0.8,MEDICAL,A,14055,7.83,0.125,N,22,0
47,36818,RENT,1.0,HOMEIMPROVEMENT,C,9404,16.55,0.255,N,12,0
27,48626,RENT,7.3,DEBTCONSOLIDATION,A,30438,7.18,0.626,N,2,0
60,18199,RENT,1.3,VENTURE,A,6627,7.69,0.364,N,9,0
58,34019,RENT,17.4,EDUCATION,B,32900,9.43,0.967,N,5,1
20,17180,RENT,,DEBTCONSOLIDATION,A,28703,7.3,1.671,N,28,1
22,62071,OWN,5.9,EDUCATION,B,25694,8.83,0.414,N,19,1
32,77450,RENT,1.2,EDUCATION,B,29835,,0.385,N,26,0
47,43395,MORTGAGE,11.2,EDUCATION,C,7780,12.03,0.179,Y,4,0
44,57367,MORTGAGE,5.5,MEDICAL,A,10709,9.0,0.187,N,14,0
52,40980,RENT,10.0,HOMEIMPROVEMENT,A,21153,5.38,0.516,N,7,0
57,73666,RENT,15.7,EDUCATION,C,6828,12.63,0.093,Y,4,0
25,52638,RENT,0.7,DEBTCONSOLIDATION,C,4991,12.7,0.095,N,15,0
63,16446,MORTGAGE,0.5,DEBTCONSOLIDATION,A,11052,5.66,0.672,Y,8,0
64,82206,RENT,8.1,MEDICAL,C,8600,13.28,0.105,N,19,0
51,39567,RENT,10.1,HOMEIMPROVEMENT,D,15930,15.36,0.403,N,5,1
64,24374,RENT,4.4,HOMEIMPROVEMENT,A,28673,8.69,1.176,Y,14,1
40,38506,OWN,2.3,VENTURE,B,21441,9.03,0.557,N,12,0
35,17220,RENT,5.3,PERSONAL,B,30043,10.51,1.745,Y,11,1
40,24650,MORTGAGE,1.8,EDUCATION,E,7026,18.9,0.285,Y,17,1
30,53030,MORTGAGE,1.4,MEDICAL,A,33096,6.74,0.624,N,26,0
56,55530,OWN,3.3,HOMEIMPROVEMENT,B,27106,10.11,0.488,N,12,0
55,58019,MORTGAGE,1.2,VENTURE,E,27802,19.85,0.479,N,25,1
54,49107,MORTGAGE,3.3,PERSONAL,B,23640,7.74,0.481,N,15,0
38,33487,OWN,15.7,HOMEIMPROVEMENT,C,11529,13.06,0.344,N,9,1
